date,year,month,day,cfs,Lps
8/19/03,2003,8,19,0.13,3.681184
8/20/03,2003,8,20,0.09,2.548512
8/21/03,2003,8,21,0.08,2.265344
8/22/03,2003,8,22,0.16,4.530688
8/23/03,2003,8,23,0.09,2.548512
8/24/03,2003,8,24,0.06,1.699008
8/25/03,2003,8,25,0.05,1.41584
8/26/03,2003,8,26,0.21,5.946528
8/27/03,2003,8,27,0.21,5.946528
8/28/03,2003,8,28,0.08,2.265344
8/29/03,2003,8,29,0.05,1.41584
8/30/03,2003,8,30,0.06,1.699008
8/31/03,2003,8,31,0.05,1.41584
9/1/03,2003,9,1,0.16,4.530688
9/2/03,2003,9,2,0.26,7.362368
9/3/03,2003,9,3,0.72,20.388096
9/4/03,2003,9,4,7.53,213.225504
9/5/03,2003,9,5,0.87,24.635616
9/6/03,2003,9,6,0.68,19.255424
9/7/03,2003,9,7,0.66,18.689088
9/8/03,2003,9,8,0.64,18.122752
9/9/03,2003,9,9,0.55,15.57424
9/10/03,2003,9,10,0.48,13.592064
9/11/03,2003,9,11,0.45,12.74256
9/12/03,2003,9,12,0.5,14.1584
9/13/03,2003,9,13,1.35,38.22768
9/14/03,2003,9,14,0.75,21.2376
9/15/03,2003,9,15,0.71,20.104928
9/16/03,2003,9,16,0.69,19.538592
9/17/03,2003,9,17,0.67,18.972256
9/18/03,2003,9,18,2.39,67.677152
9/19/03,2003,9,19,2.71,76.738528
9/20/03,2003,9,20,0.62,17.556416
9/21/03,2003,9,21,0.54,15.291072
9/22/03,2003,9,22,0.81,22.936608
9/23/03,2003,9,23,13.4,379.44512
9/24/03,2003,9,24,0.35,9.91088
9/25/03,2003,9,25,0.5,14.1584
9/26/03,2003,9,26,0.34,9.627712
9/27/03,2003,9,27,0.24,6.796032
9/28/03,2003,9,28,0.26,7.362368
9/29/03,2003,9,29,0.16,4.530688
9/30/03,2003,9,30,0.15,4.24752
10/1/03,2003,10,1,0.17,4.813856
10/2/03,2003,10,2,0.2,5.66336
10/3/03,2003,10,3,0.19,5.380192
10/4/03,2003,10,4,0.38,10.760384
10/5/03,2003,10,5,0.2,5.66336
10/6/03,2003,10,6,0.14,3.964352
10/7/03,2003,10,7,0.11,3.114848
10/8/03,2003,10,8,0.11,3.114848
10/9/03,2003,10,9,0.12,3.398016
10/10/03,2003,10,10,0.12,3.398016
10/11/03,2003,10,11,0.13,3.681184
10/12/03,2003,10,12,0.15,4.24752
10/13/03,2003,10,13,0.44,12.459392
10/14/03,2003,10,14,2.4,67.96032
10/15/03,2003,10,15,0.8,22.65344
10/16/03,2003,10,16,0.31,8.778208
10/17/03,2003,10,17,0.28,7.928704
10/18/03,2003,10,18,0.26,7.362368
10/19/03,2003,10,19,0.23,6.512864
10/20/03,2003,10,20,0.18,5.097024
10/21/03,2003,10,21,0.15,4.24752
10/22/03,2003,10,22,0.12,3.398016
10/23/03,2003,10,23,0.11,3.114848
10/24/03,2003,10,24,0.09,2.548512
10/25/03,2003,10,25,0.08,2.265344
10/26/03,2003,10,26,0.56,15.857408
10/27/03,2003,10,27,7.09,200.766112
10/28/03,2003,10,28,0.81,22.936608
10/29/03,2003,10,29,4.12,116.665216
10/30/03,2003,10,30,0.57,16.140576
10/31/03,2003,10,31,0.37,10.477216
11/1/03,2003,11,1,0.3,8.49504
11/2/03,2003,11,2,0.27,7.645536
11/3/03,2003,11,3,0.24,6.796032
11/4/03,2003,11,4,0.21,5.946528
11/5/03,2003,11,5,0.5,14.1584
11/6/03,2003,11,6,0.48,13.592064
11/7/03,2003,11,7,0.33,9.344544
11/8/03,2003,11,8,0.21,5.946528
11/9/03,2003,11,9,0.18,5.097024
11/10/03,2003,11,10,0.16,4.530688
11/11/03,2003,11,11,0.15,4.24752
11/12/03,2003,11,12,1.16,32.847488
11/13/03,2003,11,13,0.27,7.645536
11/14/03,2003,11,14,0.19,5.380192
11/15/03,2003,11,15,0.17,4.813856
11/16/03,2003,11,16,0.17,4.813856
11/17/03,2003,11,17,0.16,4.530688
11/18/03,2003,11,18,0.15,4.24752
11/19/03,2003,11,19,6.42,181.793856
11/20/03,2003,11,20,1.3,36.81184
11/21/03,2003,11,21,0.38,10.760384
11/22/03,2003,11,22,0.29,8.211872
11/23/03,2003,11,23,0.23,6.512864
11/24/03,2003,11,24,0.42,11.893056
11/25/03,2003,11,25,0.36,10.194048
11/26/03,2003,11,26,0.19,5.380192
11/27/03,2003,11,27,0.17,4.813856
11/28/03,2003,11,28,3.17,89.764256
11/29/03,2003,11,29,0.87,24.635616
11/30/03,2003,11,30,0.3,8.49504
12/1/03,2003,12,1,0.23,6.512864
12/2/03,2003,12,2,0.19,5.380192
12/3/03,2003,12,3,0.16,4.530688
12/4/03,2003,12,4,0.15,4.24752
12/5/03,2003,12,5,0.22,6.229696
12/6/03,2003,12,6,0.3,8.49504
12/7/03,2003,12,7,0.28,7.928704
12/8/03,2003,12,8,0.23,6.512864
12/9/03,2003,12,9,0.25,7.0792
12/10/03,2003,12,10,1.8,50.97024
12/11/03,2003,12,11,14.6,413.42528
12/12/03,2003,12,12,0.71,20.104928
12/13/03,2003,12,13,0.35,9.91088
12/14/03,2003,12,14,1.64,46.439552
12/15/03,2003,12,15,1.59,45.023712
12/16/03,2003,12,16,0.73,20.671264
12/17/03,2003,12,17,3.64,103.073152
12/18/03,2003,12,18,0.73,20.671264
12/19/03,2003,12,19,0.38,10.760384
12/20/03,2003,12,20,0.28,7.928704
12/21/03,2003,12,21,0.21,5.946528
12/22/03,2003,12,22,0.2,5.66336
12/23/03,2003,12,23,0.19,5.380192
12/24/03,2003,12,24,2.4,67.96032
12/25/03,2003,12,25,0.5,14.1584
12/26/03,2003,12,26,0.29,8.211872
12/27/03,2003,12,27,0.24,6.796032
12/28/03,2003,12,28,0.19,5.380192
12/29/03,2003,12,29,0.18,5.097024
12/30/03,2003,12,30,0.18,5.097024
12/31/03,2003,12,31,0.15,4.24752
1/1/04,2004,1,1,0.14,3.964352
1/2/04,2004,1,2,0.27,7.645536
1/3/04,2004,1,3,0.17,4.813856
1/4/04,2004,1,4,0.15,4.24752
1/5/04,2004,1,5,0.55,15.57424
1/6/04,2004,1,6,0.18,5.097024
1/7/04,2004,1,7,0.11,3.114848
1/8/04,2004,1,8,0.09,2.548512
1/9/04,2004,1,9,0.09,2.548512
1/10/04,2004,1,10,0.05,1.41584
1/11/04,2004,1,11,0.05,1.41584
1/12/04,2004,1,12,0.06,1.699008
1/13/04,2004,1,13,0.08,2.265344
1/14/04,2004,1,14,0.08,2.265344
1/15/04,2004,1,15,0.07,1.982176
1/16/04,2004,1,16,0.04,1.132672
1/17/04,2004,1,17,0.04,1.132672
1/18/04,2004,1,18,0.28,7.928704
1/19/04,2004,1,19,0.08,2.265344
1/20/04,2004,1,20,0.07,1.982176
1/21/04,2004,1,21,0.08,2.265344
1/22/04,2004,1,22,0.08,2.265344
1/23/04,2004,1,23,0.08,2.265344
1/24/04,2004,1,24,0.08,2.265344
1/25/04,2004,1,25,0.08,2.265344
1/26/04,2004,1,26,0.08,2.265344
1/27/04,2004,1,27,0.08,2.265344
1/28/04,2004,1,28,0.08,2.265344
1/29/04,2004,1,29,0.08,2.265344
1/30/04,2004,1,30,0.08,2.265344
1/31/04,2004,1,31,0.08,2.265344
2/1/04,2004,2,1,0.08,2.265344
2/2/04,2004,2,2,0.08,2.265344
2/3/04,2004,2,3,0.15,4.24752
2/4/04,2004,2,4,0.36,10.194048
2/5/04,2004,2,5,0.28,7.928704
2/6/04,2004,2,6,7.45,210.96016
2/7/04,2004,2,7,2.25,63.7128
2/8/04,2004,2,8,0.62,17.556416
2/9/04,2004,2,9,0.29,8.211872
2/10/04,2004,2,10,0.77,21.803936
2/11/04,2004,2,11,0.47,13.308896
2/12/04,2004,2,12,0.32,9.061376
2/13/04,2004,2,13,0.36,10.194048
2/14/04,2004,2,14,0.32,9.061376
2/15/04,2004,2,15,0.28,7.928704
2/16/04,2004,2,16,0.21,5.946528
2/17/04,2004,2,17,0.18,5.097024
2/18/04,2004,2,18,0.18,5.097024
2/19/04,2004,2,19,0.29,8.211872
2/20/04,2004,2,20,0.44,12.459392
2/21/04,2004,2,21,0.5,14.1584
2/22/04,2004,2,22,0.29,8.211872
2/23/04,2004,2,23,0.23,6.512864
2/24/04,2004,2,24,0.33,9.344544
2/25/04,2004,2,25,0.23,6.512864
2/26/04,2004,2,26,0.21,5.946528
2/27/04,2004,2,27,0.22,6.229696
2/28/04,2004,2,28,0.21,5.946528
2/29/04,2004,2,29,0.2,5.66336
3/1/04,2004,3,1,0.21,5.946528
3/2/04,2004,3,2,0.24,6.796032
3/3/04,2004,3,3,0.22,6.229696
3/4/04,2004,3,4,0.2,5.66336
3/5/04,2004,3,5,0.19,5.380192
3/6/04,2004,3,6,2.4,67.96032
3/7/04,2004,3,7,0.8,22.65344
3/8/04,2004,3,8,0.46,13.025728
3/9/04,2004,3,9,0.33,9.344544
3/10/04,2004,3,10,0.29,8.211872
3/11/04,2004,3,11,0.26,7.362368
3/12/04,2004,3,12,0.24,6.796032
3/13/04,2004,3,13,0.22,6.229696
3/14/04,2004,3,14,0.2,5.66336
3/15/04,2004,3,15,0.19,5.380192
3/16/04,2004,3,16,0.5,14.1584
3/17/04,2004,3,17,0.3,8.49504
3/18/04,2004,3,18,0.26,7.362368
3/19/04,2004,3,19,0.38,10.760384
3/20/04,2004,3,20,0.24,6.796032
3/21/04,2004,3,21,0.26,7.362368
3/22/04,2004,3,22,0.23,6.512864
3/23/04,2004,3,23,0.21,5.946528
3/24/04,2004,3,24,0.21,5.946528
3/25/04,2004,3,25,0.23,6.512864
3/26/04,2004,3,26,0.21,5.946528
3/27/04,2004,3,27,0.3,8.49504
3/28/04,2004,3,28,0.24,6.796032
3/29/04,2004,3,29,0.22,6.229696
3/30/04,2004,3,30,0.22,6.229696
3/31/04,2004,3,31,0.21,5.946528
4/1/04,2004,4,1,4,113.2672
4/2/04,2004,4,2,1.4,39.64352
4/3/04,2004,4,3,0.7,19.82176
4/4/04,2004,4,4,0.34,9.627712
4/5/04,2004,4,5,0.2,5.66336
4/6/04,2004,4,6,0.18,5.097024
4/7/04,2004,4,7,0.17,4.813856
4/8/04,2004,4,8,0.17,4.813856
4/9/04,2004,4,9,0.19,5.380192
4/10/04,2004,4,10,0.17,4.813856
4/11/04,2004,4,11,0.16,4.530688
4/12/04,2004,4,12,1.4,39.64352
4/13/04,2004,4,13,0.7,19.82176
4/14/04,2004,4,14,0.38,10.760384
4/15/04,2004,4,15,0.27,7.645536
4/16/04,2004,4,16,0.25,7.0792
4/17/04,2004,4,17,0.23,6.512864
4/18/04,2004,4,18,0.18,5.097024
4/19/04,2004,4,19,0.17,4.813856
4/20/04,2004,4,20,0.18,5.097024
4/21/04,2004,4,21,0.17,4.813856
4/22/04,2004,4,22,0.16,4.530688
4/23/04,2004,4,23,0.96,27.184128
4/24/04,2004,4,24,0.47,13.308896
4/25/04,2004,4,25,0.31,8.778208
4/26/04,2004,4,26,2.07,58.615776
4/27/04,2004,4,27,0.64,18.122752
4/28/04,2004,4,28,0.32,9.061376
4/29/04,2004,4,29,0.23,6.512864
4/30/04,2004,4,30,0.2,5.66336
5/1/04,2004,5,1,0.18,5.097024
5/2/04,2004,5,2,0.47,13.308896
5/3/04,2004,5,3,0.66,18.689088
5/4/04,2004,5,4,0.31,8.778208
5/5/04,2004,5,5,0.27,7.645536
5/6/04,2004,5,6,0.2,5.66336
5/7/04,2004,5,7,0.16,4.530688
5/8/04,2004,5,8,0.14,3.964352
5/9/04,2004,5,9,0.14,3.964352
5/10/04,2004,5,10,0.15,4.24752
5/11/04,2004,5,11,0.11,3.114848
5/12/04,2004,5,12,0.09,2.548512
5/13/04,2004,5,13,0.09,2.548512
5/14/04,2004,5,14,0.09,2.548512
5/15/04,2004,5,15,0.27,7.645536
5/16/04,2004,5,16,0.2,5.66336
5/17/04,2004,5,17,0.81,22.936608
5/18/04,2004,5,18,0.44,12.459392
5/19/04,2004,5,19,0.64,18.122752
5/20/04,2004,5,20,0.23,6.512864
5/21/04,2004,5,21,0.74,20.954432
5/22/04,2004,5,22,0.24,6.796032
5/23/04,2004,5,23,0.13,3.681184
5/24/04,2004,5,24,0.08,2.265344
5/25/04,2004,5,25,0.53,15.007904
5/26/04,2004,5,26,0.27,7.645536
5/27/04,2004,5,27,0.15,4.24752
5/28/04,2004,5,28,0.08,2.265344
5/29/04,2004,5,29,0.04,1.132672
5/30/04,2004,5,30,0.04,1.132672
5/31/04,2004,5,31,0.07,1.982176
6/1/04,2004,6,1,0.11,3.114848
6/2/04,2004,6,2,0.06,1.699008
6/3/04,2004,6,3,0.05,1.41584
6/4/04,2004,6,4,0.04,1.132672
6/5/04,2004,6,5,2.78,78.720704
6/6/04,2004,6,6,0.92,26.051456
6/7/04,2004,6,7,0.27,7.645536
6/8/04,2004,6,8,0.16,4.530688
6/9/04,2004,6,9,0.09,2.548512
6/10/04,2004,6,10,0.17,4.813856
6/11/04,2004,6,11,0.66,18.689088
6/12/04,2004,6,12,0.23,6.512864
6/13/04,2004,6,13,0.08,2.265344
6/14/04,2004,6,14,0.22,6.229696
6/15/04,2004,6,15,0.09,2.548512
6/16/04,2004,6,16,0.05,1.41584
6/17/04,2004,6,17,0.04,1.132672
6/18/04,2004,6,18,0.05,1.41584
6/19/04,2004,6,19,0.03,0.849504
6/20/04,2004,6,20,0.02,0.566336
6/21/04,2004,6,21,0.03,0.849504
6/22/04,2004,6,22,0.03,0.849504
6/23/04,2004,6,23,0.03,0.849504
6/24/04,2004,6,24,0.02,0.566336
6/25/04,2004,6,25,0.02,0.566336
6/26/04,2004,6,26,0.02,0.566336
6/27/04,2004,6,27,0.02,0.566336
6/28/04,2004,6,28,0.04,1.132672
6/29/04,2004,6,29,0.08,2.265344
6/30/04,2004,6,30,0.02,0.566336
7/1/04,2004,7,1,0.03,0.849504
7/2/04,2004,7,2,0.02,0.566336
7/3/04,2004,7,3,0.02,0.566336
7/4/04,2004,7,4,0.03,0.849504
7/5/04,2004,7,5,0.04,1.132672
7/6/04,2004,7,6,0.02,0.566336
7/7/04,2004,7,7,2.88,81.552384
7/8/04,2004,7,8,0.43,12.176224
7/9/04,2004,7,9,0.1,2.83168
7/10/04,2004,7,10,0.07,1.982176
7/11/04,2004,7,11,0.06,1.699008
7/12/04,2004,7,12,0.05,1.41584
7/13/04,2004,7,13,0.05,1.41584
7/14/04,2004,7,14,0.07,1.982176
7/15/04,2004,7,15,0.06,1.699008
7/16/04,2004,7,16,0.04,1.132672
7/17/04,2004,7,17,0.04,1.132672
7/18/04,2004,7,18,0.1,2.83168
7/19/04,2004,7,19,0.05,1.41584
7/20/04,2004,7,20,0.04,1.132672
7/21/04,2004,7,21,0.03,0.849504
7/22/04,2004,7,22,0.05,1.41584
7/23/04,2004,7,23,0.09,2.548512
7/24/04,2004,7,24,0.03,0.849504
7/25/04,2004,7,25,0.02,0.566336
7/26/04,2004,7,26,0.04,1.132672
7/27/04,2004,7,27,0.25,7.0792
7/28/04,2004,7,28,0.03,0.849504
7/29/04,2004,7,29,0.03,0.849504
7/30/04,2004,7,30,0.02,0.566336
7/31/04,2004,7,31,0.02,0.566336
8/1/04,2004,8,1,0.72,20.388096
8/2/04,2004,8,2,0.15,4.24752
8/3/04,2004,8,3,0.11,3.114848
8/4/04,2004,8,4,0.36,10.194048
8/5/04,2004,8,5,0.14,3.964352
8/6/04,2004,8,6,0.06,1.699008
8/7/04,2004,8,7,0.05,1.41584
8/8/04,2004,8,8,0.05,1.41584
8/9/04,2004,8,9,0.04,1.132672
8/10/04,2004,8,10,0.02,0.566336
8/11/04,2004,8,11,0.71,20.104928
8/12/04,2004,8,12,0.83,23.502944
8/13/04,2004,8,13,0.23,6.512864
8/14/04,2004,8,14,0.03,0.849504
8/15/04,2004,8,15,0.03,0.849504
8/16/04,2004,8,16,0.02,0.566336
8/17/04,2004,8,17,0.02,0.566336
8/18/04,2004,8,18,0.02,0.566336
8/19/04,2004,8,19,0.02,0.566336
8/20/04,2004,8,20,0.02,0.566336
8/21/04,2004,8,21,0.12,3.398016
8/22/04,2004,8,22,0.02,0.566336
8/23/04,2004,8,23,0.02,0.566336
8/24/04,2004,8,24,0.02,0.566336
8/25/04,2004,8,25,0.02,0.566336
8/26/04,2004,8,26,0.02,0.566336
8/27/04,2004,8,27,0.02,0.566336
8/28/04,2004,8,28,0.02,0.566336
8/29/04,2004,8,29,0.02,0.566336
8/30/04,2004,8,30,0.02,0.566336
8/31/04,2004,8,31,0.02,0.566336
9/1/04,2004,9,1,0.02,0.566336
9/2/04,2004,9,2,0.02,0.566336
9/3/04,2004,9,3,0.02,0.566336
9/4/04,2004,9,4,0.02,0.566336
9/5/04,2004,9,5,0.02,0.566336
9/6/04,2004,9,6,0.02,0.566336
9/7/04,2004,9,7,0.02,0.566336
9/8/04,2004,9,8,0.08,2.265344
9/9/04,2004,9,9,0.27,7.645536
9/10/04,2004,9,10,0.03,0.849504
9/11/04,2004,9,11,0.02,0.566336
9/12/04,2004,9,12,0.02,0.566336
9/13/04,2004,9,13,0.02,0.566336
9/14/04,2004,9,14,0.03,0.849504
9/15/04,2004,9,15,0.03,0.849504
9/16/04,2004,9,16,0.03,0.849504
9/17/04,2004,9,17,0.86,24.352448
9/18/04,2004,9,18,1.66,47.005888
9/19/04,2004,9,19,0.1,2.83168
9/20/04,2004,9,20,0.05,1.41584
9/21/04,2004,9,21,0.04,1.132672
9/22/04,2004,9,22,0.06,1.699008
9/23/04,2004,9,23,0.03,0.849504
9/24/04,2004,9,24,0.03,0.849504
9/25/04,2004,9,25,0.02,0.566336
9/26/04,2004,9,26,0.02,0.566336
9/27/04,2004,9,27,0.03,0.849504
9/28/04,2004,9,28,4.06,114.966208
9/29/04,2004,9,29,0.57,16.140576
9/30/04,2004,9,30,0.13,3.681184
10/1/04,2004,10,1,0.09,2.548512
10/2/04,2004,10,2,0.08,2.265344
10/3/04,2004,10,3,0.1,2.83168
10/4/04,2004,10,4,0.1,2.83168
10/5/04,2004,10,5,0.1,2.83168
10/6/04,2004,10,6,0.09,2.548512
10/7/04,2004,10,7,0.08,2.265344
10/8/04,2004,10,8,0.08,2.265344
10/9/04,2004,10,9,0.08,2.265344
10/10/04,2004,10,10,0.08,2.265344
10/11/04,2004,10,11,0.09,2.548512
10/12/04,2004,10,12,0.1,2.83168
10/13/04,2004,10,13,0.1,2.83168
10/14/04,2004,10,14,0.38,10.760384
10/15/04,2004,10,15,0.15,4.24752
10/16/04,2004,10,16,0.18,5.097024
10/17/04,2004,10,17,0.13,3.681184
10/18/04,2004,10,18,0.12,3.398016
10/19/04,2004,10,19,0.17,4.813856
10/20/04,2004,10,20,0.18,5.097024
10/21/04,2004,10,21,0.23,6.512864
10/22/04,2004,10,22,0.18,5.097024
10/23/04,2004,10,23,0.14,3.964352
10/24/04,2004,10,24,0.13,3.681184
10/25/04,2004,10,25,0.12,3.398016
10/26/04,2004,10,26,0.12,3.398016
10/27/04,2004,10,27,0.12,3.398016
10/28/04,2004,10,28,0.12,3.398016
10/29/04,2004,10,29,0.12,3.398016
10/30/04,2004,10,30,0.12,3.398016
10/31/04,2004,10,31,0.12,3.398016
11/1/04,2004,11,1,0.12,3.398016
11/2/04,2004,11,2,0.11,3.114848
11/3/04,2004,11,3,0.1,2.83168
11/4/04,2004,11,4,0.94,26.617792
11/5/04,2004,11,5,0.27,7.645536
11/6/04,2004,11,6,0.16,4.530688
11/7/04,2004,11,7,0.15,4.24752
11/8/04,2004,11,8,0.13,3.681184
11/9/04,2004,11,9,0.11,3.114848
11/10/04,2004,11,10,0.1,2.83168
11/11/04,2004,11,11,0.1,2.83168
11/12/04,2004,11,12,1.43,40.493024
11/13/04,2004,11,13,0.56,15.857408
11/14/04,2004,11,14,0.15,4.24752
11/15/04,2004,11,15,0.12,3.398016
11/16/04,2004,11,16,0.11,3.114848
11/17/04,2004,11,17,0.09,2.548512
11/18/04,2004,11,18,0.09,2.548512
11/19/04,2004,11,19,0.09,2.548512
11/20/04,2004,11,20,0.13,3.681184
11/21/04,2004,11,21,0.11,3.114848
11/22/04,2004,11,22,0.08,2.265344
11/23/04,2004,11,23,0.08,2.265344
11/24/04,2004,11,24,0.24,6.796032
11/25/04,2004,11,25,0.25,7.0792
11/26/04,2004,11,26,0.11,3.114848
11/27/04,2004,11,27,0.09,2.548512
11/28/04,2004,11,28,1.27,35.962336
11/29/04,2004,11,29,0.19,5.380192
11/30/04,2004,11,30,0.17,4.813856
12/1/04,2004,12,1,1.77,50.120736
12/2/04,2004,12,2,0.26,7.362368
12/3/04,2004,12,3,0.19,5.380192
12/4/04,2004,12,4,0.14,3.964352
12/5/04,2004,12,5,0.12,3.398016
12/6/04,2004,12,6,0.11,3.114848
12/7/04,2004,12,7,0.24,6.796032
12/8/04,2004,12,8,0.17,4.813856
12/9/04,2004,12,9,1.8,50.97024
12/10/04,2004,12,10,1.59,45.023712
12/11/04,2004,12,11,0.42,11.893056
12/12/04,2004,12,12,0.21,5.946528
12/13/04,2004,12,13,0.16,4.530688
12/14/04,2004,12,14,0.12,3.398016
12/15/04,2004,12,15,0.11,3.114848
12/16/04,2004,12,16,0.1,2.83168
12/17/04,2004,12,17,0.09,2.548512
12/18/04,2004,12,18,0.09,2.548512
12/19/04,2004,12,19,0.09,2.548512
12/20/04,2004,12,20,0.06,1.699008
12/21/04,2004,12,21,0.05,1.41584
12/22/04,2004,12,22,0.05,1.41584
12/23/04,2004,12,23,3.12,88.348416
12/24/04,2004,12,24,0.5,14.1584
12/25/04,2004,12,25,0.22,6.229696
12/26/04,2004,12,26,0.17,4.813856
12/27/04,2004,12,27,0.14,3.964352
12/28/04,2004,12,28,0.12,3.398016
12/29/04,2004,12,29,0.12,3.398016
12/30/04,2004,12,30,0.12,3.398016
12/31/04,2004,12,31,0.12,3.398016
1/1/05,2005,1,1,0.12,3.398016
1/2/05,2005,1,2,0.12,3.398016
1/3/05,2005,1,3,0.11,3.114848
1/4/05,2005,1,4,0.11,3.114848
1/5/05,2005,1,5,0.69,19.538592
1/6/05,2005,1,6,0.5,14.1584
1/7/05,2005,1,7,0.24,6.796032
1/8/05,2005,1,8,0.54,15.291072
1/9/05,2005,1,9,0.25,7.0792
1/10/05,2005,1,10,0.21,5.946528
1/11/05,2005,1,11,0.19,5.380192
1/12/05,2005,1,12,0.19,5.380192
1/13/05,2005,1,13,0.2,5.66336
1/14/05,2005,1,14,9.02,255.417536
1/15/05,2005,1,15,0.51,14.441568
1/16/05,2005,1,16,0.33,9.344544
1/17/05,2005,1,17,0.26,7.362368
1/18/05,2005,1,18,0.18,5.097024
1/19/05,2005,1,19,0.17,4.813856
1/20/05,2005,1,20,0.15,4.24752
1/21/05,2005,1,21,0.13,3.681184
1/22/05,2005,1,22,0.1,2.83168
1/23/05,2005,1,23,0.1,2.83168
1/24/05,2005,1,24,0.1,2.83168
1/25/05,2005,1,25,0.1,2.83168
1/26/05,2005,1,26,0.09,2.548512
1/27/05,2005,1,27,0.09,2.548512
1/28/05,2005,1,28,0.08,2.265344
1/29/05,2005,1,29,0.08,2.265344
1/30/05,2005,1,30,0.08,2.265344
1/31/05,2005,1,31,0.08,2.265344
2/1/05,2005,2,1,0.07,1.982176
2/2/05,2005,2,2,0.06,1.699008
2/3/05,2005,2,3,0.06,1.699008
2/4/05,2005,2,4,0.11,3.114848
2/5/05,2005,2,5,0.11,3.114848
2/6/05,2005,2,6,0.14,3.964352
2/7/05,2005,2,7,0.19,5.380192
2/8/05,2005,2,8,0.4,11.32672
2/9/05,2005,2,9,0.52,14.724736
2/10/05,2005,2,10,0.53,15.007904
2/11/05,2005,2,11,0.19,5.380192
2/12/05,2005,2,12,0.15,4.24752
2/13/05,2005,2,13,0.15,4.24752
2/14/05,2005,2,14,1.01,28.599968
2/15/05,2005,2,15,0.59,16.706912
2/16/05,2005,2,16,0.3,8.49504
2/17/05,2005,2,17,0.24,6.796032
2/18/05,2005,2,18,0.19,5.380192
2/19/05,2005,2,19,0.15,4.24752
2/20/05,2005,2,20,0.15,4.24752
2/21/05,2005,2,21,0.24,6.796032
2/22/05,2005,2,22,0.2,5.66336
2/23/05,2005,2,23,0.18,5.097024
2/24/05,2005,2,24,0.17,4.813856
2/25/05,2005,2,25,0.24,6.796032
2/26/05,2005,2,26,0.18,5.097024
2/27/05,2005,2,27,0.18,5.097024
2/28/05,2005,2,28,0.19,5.380192
3/1/05,2005,3,1,0.31,8.778208
3/2/05,2005,3,2,0.19,5.380192
3/3/05,2005,3,3,0.16,4.530688
3/4/05,2005,3,4,0.15,4.24752
3/5/05,2005,3,5,0.15,4.24752
3/6/05,2005,3,6,0.24,6.796032
3/7/05,2005,3,7,0.41,11.609888
3/8/05,2005,3,8,0.87,24.635616
3/9/05,2005,3,9,0.22,6.229696
3/10/05,2005,3,10,0.17,4.813856
3/11/05,2005,3,11,0.21,5.946528
3/12/05,2005,3,12,0.2,5.66336
3/13/05,2005,3,13,0.17,4.813856
3/14/05,2005,3,14,0.15,4.24752
3/15/05,2005,3,15,0.13,3.681184
3/16/05,2005,3,16,0.13,3.681184
3/17/05,2005,3,17,0.13,3.681184
3/18/05,2005,3,18,0.12,3.398016
3/19/05,2005,3,19,0.12,3.398016
3/20/05,2005,3,20,0.29,8.211872
3/21/05,2005,3,21,0.15,4.24752
3/22/05,2005,3,22,0.13,3.681184
3/23/05,2005,3,23,9.86,279.203648
3/24/05,2005,3,24,1.06,30.015808
3/25/05,2005,3,25,0.41,11.609888
3/26/05,2005,3,26,0.37,10.477216
3/27/05,2005,3,27,0.49,13.875232
3/28/05,2005,3,28,6.36,180.094848
3/29/05,2005,3,29,1.06,30.015808
3/30/05,2005,3,30,0.41,11.609888
3/31/05,2005,3,31,0.29,8.211872
4/1/05,2005,4,1,0.37,10.477216
4/2/05,2005,4,2,8.48,240.126464
4/3/05,2005,4,3,1.79,50.687072
4/4/05,2005,4,4,0.55,15.57424
4/5/05,2005,4,5,0.39,11.043552
4/6/05,2005,4,6,0.31,8.778208
4/7/05,2005,4,7,0.27,7.645536
4/8/05,2005,4,8,1.36,38.510848
4/9/05,2005,4,9,0.33,9.344544
4/10/05,2005,4,10,0.26,7.362368
4/11/05,2005,4,11,0.23,6.512864
4/12/05,2005,4,12,0.21,5.946528
4/13/05,2005,4,13,0.2,5.66336
4/14/05,2005,4,14,0.17,4.813856
4/15/05,2005,4,15,0.17,4.813856
4/16/05,2005,4,16,0.17,4.813856
4/17/05,2005,4,17,0.17,4.813856
4/18/05,2005,4,18,0.16,4.530688
4/19/05,2005,4,19,0.15,4.24752
4/20/05,2005,4,20,0.15,4.24752
4/21/05,2005,4,21,0.15,4.24752
4/22/05,2005,4,22,0.34,9.627712
4/23/05,2005,4,23,0.74,20.954432
4/24/05,2005,4,24,0.33,9.344544
4/25/05,2005,4,25,0.25,7.0792
4/26/05,2005,4,26,0.19,5.380192
4/27/05,2005,4,27,0.15,4.24752
4/28/05,2005,4,28,0.14,3.964352
4/29/05,2005,4,29,0.13,3.681184
4/30/05,2005,4,30,1.03,29.166304
5/1/05,2005,5,1,0.31,8.778208
5/2/05,2005,5,2,0.18,5.097024
5/3/05,2005,5,3,0.17,4.813856
5/4/05,2005,5,4,0.14,3.964352
5/5/05,2005,5,5,0.13,3.681184
5/6/05,2005,5,6,0.13,3.681184
5/7/05,2005,5,7,0.12,3.398016
5/8/05,2005,5,8,0.12,3.398016
5/9/05,2005,5,9,0.11,3.114848
5/10/05,2005,5,10,0.1,2.83168
5/11/05,2005,5,11,0.09,2.548512
5/12/05,2005,5,12,0.09,2.548512
5/13/05,2005,5,13,0.09,2.548512
5/14/05,2005,5,14,0.1,2.83168
